show_id,category,title,director,country,release_date,rating,duration,type,description,date
s122,Movie,50 First Dates,Peter Segal,United States,1/12/2020,PG-13,99 min,"Comedies, Romantic Movies","After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day.",12/1/2020
s123,Movie,50/50,Jonathan Levine,United States,1/6/2019,R,100 min,"Comedies, Dramas, Independent Movies",An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.,6/1/2019
s124,Movie,5CM,Rizal Mantovani,Indonesia,28/9/2018,TV-14,126 min,"Dramas, International Movies","Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship.",28/9/2018
s125,Movie,5Gang,Matei Dima,Romania,27/4/2020,TV-14,96 min,"Comedies, International Movies","To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped.",27/4/2020
s126,Movie,6 Balloons,Marja Lewis Ryan,United States,6/4/2018,TV-MA,75 min,"Dramas, Independent Movies",A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.,4/6/2018
s127,Movie,6 Days,Toa Fraser,"New Zealand, United Kingdom",8/2/2018,R,94 min,"Action & Adventure, Dramas, International Movies","When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid.",2/8/2018
s128,Movie,6 Underground,Michael Bay,United States,13/12/2019,R,129 min,"Action & Adventure, Dramas","After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",13/12/2019
s129,Movie,6 Years,Hannah Fidell,United States,8/9/2015,TV-MA,80 min,"Dramas, Independent Movies, Romantic Movies","As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.",9/8/2015
s130,Movie,6-5=2,Bharat Jain,India,1/11/2017,TV-MA,103 min,"Horror Movies, International Movies, Thrillers","Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical.",11/1/2017
s131,TV Show,60 Days In,,United States,1/11/2020,TV-MA,1 Season,Reality TV,"Recruited by a sheriff, volunteers infiltrate county prisons to expose corruption and crime from within the system in this docuseries.",11/1/2020
s132,Movie,68 Kill,Trent Haaga,United States,1/9/2019,R,96 min,"Comedies, Independent Movies, Thrillers",A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.,9/1/2019
s133,TV Show,7 (Seven),Nizar Shafi,India,30/7/2019,TV-14,1 Season,TV Shows,"Multiple women report their husbands as missing but when it appears they are looking for the same man, a police officer traces their cryptic connection.",30/7/2019
s134,Movie,7 años,Roger Gual,Spain,27/10/2016,TV-MA,77 min,"Dramas, International Movies",Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.,27/10/2016
s135,TV Show,7 Days Out,,United States,21/12/2018,TV-PG,1 Season,Docuseries,"Witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food.",21/12/2018
s136,Movie,7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi",Pakistan,15/5/2019,TV-PG,137 min,"Comedies, International Movies, Music & Musicals","Given just seven days by a genie to find a girl who will fall for him, a nerdy young man embarks on a madcap and messy search for his would-be wife.",15/5/2019
s137,Movie,7 Khoon Maaf,Vishal Bhardwaj,India,2/8/2018,TV-MA,148 min,"Dramas, International Movies, Thrillers","Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed.",8/2/2018
s138,TV Show,72 Cutest Animals,,Australia,1/6/2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,6/1/2016
s139,TV Show,72 Dangerous Animals: Asia,,Australia,10/8/2018,TV-14,1 Season,"Docuseries, International TV Shows, Science & Nature TV","From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",8/10/2018
s140,TV Show,72 Dangerous Animals: Latin America,,"Australia, United States",22/12/2017,TV-14,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",22/12/2017
s141,TV Show,72 Dangerous Places to Live,,Australia,1/6/2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Get up close and personal with avalanches, fiery volcanoes and other natural cataclysms, and learn why some choose to live in their destructive paths.",6/1/2016
s142,TV Show,7SEEDS,,,26/3/2020,TV-MA,2 Seasons,"Anime Series, International TV Shows","Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth.",26/3/2020
s143,TV Show,9 Months That Made You,,United States,1/3/2017,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Witness the wonders of human gestation through cutting-edge CGI, and learn how those nine months inside the womb can affect all aspects of one's life.",3/1/2017
s144,Movie,90 ML,Anita Udeep,India,13/8/2019,TV-MA,123 min,"Comedies, International Movies, Music & Musicals",Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.,13/8/2019
s145,Movie,93 Days,Steve Gukas,Nigeria,5/3/2020,TV-PG,121 min,"Dramas, International Movies, Thrillers",Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.,3/5/2020
s146,Movie,A 2nd Chance,Clay Glen,Australia,1/7/2017,PG,95 min,"Children & Family Movies, Dramas, Sports Movies","A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team.",7/1/2017
s147,Movie,A 3 Minute Hug,Everardo González,"Mexico, United States",28/10/2019,TV-PG,28 min,"Documentaries, International Movies",This documentary captures the joy and heartbreak of families separated by the U.S.-Mexico border sharing a short but bittersweet reunion in 2018.,28/10/2019
s148,Movie,A Babysitter's Guide to Monster Hunting,Rachel Talalay,United States,15/10/2020,TV-PG,99 min,Children & Family Movies,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",15/10/2020
s149,Movie,A Bad Moms Christmas,"Jon Lucas, Scott Moore","United States, China",14/2/2020,R,104 min,Comedies,"Stressed-out moms Amy, Carla and Kiki are back, and the looming Christmas holiday gets even more daunting when their mothers show up for a visit.",14/2/2020
s150,Movie,A Beautiful Life,Andrew Lau Wai-Keung,"China, Hong Kong",1/12/2018,TV-14,122 min,"Dramas, International Movies, Romantic Movies","After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives.",12/1/2018
s151,Movie,A Billion Colour Story,Padmakumar Narasimhamurthy,India,1/4/2018,TV-14,104 min,"Dramas, Independent Movies, International Movies",The curious child of idealistic interfaith parents observes an increasingly intolerant world as his family faces financial strain.,4/1/2018
s152,Movie,A Boy Called Po,John Asher,United States,15/1/2018,PG,94 min,"Dramas, Sci-Fi & Fantasy","After his wife's death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying.",15/1/2018
s153,TV Show,A Boy Name Flora A,,Taiwan,1/9/2017,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,9/1/2017
s154,Movie,A Bridge Too Far,Richard Attenborough,"United States, United Kingdom",1/7/2020,PG,176 min,"Action & Adventure, Classic Movies, Dramas",This wartime drama details a pivotal day in 1944 when an Allied task force tried to win World War II by seizing control of key bridges in Holland.,7/1/2020
s155,Movie,A California Christmas,Shaun Paul Piccinino,United States,14/12/2020,PG-13,107 min,"Comedies, Romantic Movies","With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family’s land before Christmas.",14/12/2020
s156,Movie,A Champion Heart,David de Vos,United States,14/4/2020,G,90 min,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",14/4/2020
s157,Movie,A Chaster Marriage,Umut Kirca,Turkey,2/10/2020,TV-14,94 min,"Comedies, International Movies, Romantic Movies","Forced to wed his childhood friend, a man obsessed with football attempts to get rid of his wife in order to keep the woman he truly loves.",10/2/2020
s158,Movie,A Choo,"Kevin Ko, Peter Tsi",Taiwan,14/10/2020,TV-14,101 min,"Action & Adventure, International Movies, Romantic Movies","Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain.",14/10/2020
s159,Movie,A Christmas Catch,,Canada,4/11/2020,TV-G,87 min,"Dramas, Romantic Movies",A cop working undercover to trail a possible diamond thief gets caught in a tricky spot when she finds new clues — and new feelings — for the suspect.,11/4/2020
s160,Movie,A Christmas Prince,Alex Zamm,United States,17/11/2017,TV-PG,92 min,"Children & Family Movies, Dramas, Romantic Movies",Christmas comes early for an aspiring young journalist when she's sent abroad to get the scoop on a dashing prince who's poised to be king.,17/11/2017
s161,Movie,A Christmas Prince: The Royal Baby,John Schultz,United States,5/12/2019,TV-PG,85 min,"Children & Family Movies, Dramas, Romantic Movies","Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery.",12/5/2019
s162,Movie,A Christmas Prince: The Royal Wedding,John Schultz,United States,30/11/2018,TV-PG,93 min,"Children & Family Movies, Dramas, Romantic Movies","A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",30/11/2018
s163,Movie,A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir,Thomas Astruc,"France, South Korea, Japan",20/12/2016,TV-Y7,22 min,Movies,Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.,20/12/2016
s164,Movie,A Cinderella Story,Mark Rosman,"United States, Canada",1/1/2020,PG,95 min,"Children & Family Movies, Comedies",Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,1/1/2020
s165,Movie,A Cinderella Story: Christmas Wish,Michelle Johnston,United States,1/12/2019,PG,86 min,"Children & Family Movies, Comedies, Music & Musicals","Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle.",12/1/2019
s166,Movie,A Clockwork Orange,Stanley Kubrick,"United Kingdom, United States",1/11/2020,R,137 min,"Classic Movies, Cult Movies, Dramas","In this dark satire from director Stanley Kubrick, a young, vicious sociopath in a dystopian England undergoes an experimental rehabilitation therapy.",11/1/2020
s167,Movie,A Dangerous Woman,Stephen Gyllenhaal,United States,1/4/2018,R,101 min,"Dramas, Romantic Movies","At the center of this engrossing melodrama is a Golden Globe-nominated turn by Debra Winger, who plays a sheltered, slow-witted woman living with her widowed Aunt Frances while working at a dry cleaners.",4/1/2018
s168,Movie,A Fairly Odd Summer,Savage Steve Holland,United States,2/11/2019,TV-Y7,68 min,"Children & Family Movies, Comedies","In this live-action adventure, the gang heads to Hawaii, where Timmy learns the source of all fairy magic is in dangerous hands.",11/2/2019
